_id,app_name,user_score,user_date,user_comments,evaluation
6645de3f83f867cdd7e89451,대한민국 구석구석,4,2019년 10월 20일,여행지 사진이 작게 나오는게 아쉽습니다. 터치해서 크게 고화질로 볼 수 있으면 좋겠습니다.,2
6645de3f83f867cdd7e89452,대한민국 구석구석,1,2020년 9월 21일,푸시테스트는 개발용 폰으로 해주세요 운영서버에서 전체 고객폰으로 푸시테스트는 좀 너무한거 아닌가요 한번이면 '개발자가 실수했네..' 라고 이해라도 하지 ㅋㅋ 대체 몇통까지 보낼 생각이십니까 ㅋㅋㅋㅋ,15
6645de3f83f867cdd7e89453,대한민국 구석구석,5,2023년 11월 16일,웹으로 자주보다가 핸드폰으로도 보려고 설치했는데 여행갈때마다 바로 찾아보고 정보얻을 수 있어서 좋아요!!,3
6645de3f83f867cdd7e89454,대한민국 구석구석,5,2018년 11월 2일,"좋은 정보 많아 유용한 앱인줄 원래부터 알고는 있었는데, 개편한 앱도 상당히 좋네요. 몇번 보니 금방 익숙해지고 디자인도 좋아요 ^^",43
6645de3f83f867cdd7e89455,대한민국 구석구석,4,2019년 2월 28일,기본적인 축제 알림이 많이 없네요. 예전에는 기본적으로 그 달에 맞는 검색이 잘 됐는데 지금은 따로 검색해야 나오고 일부 축제는 오래전 부터 하던 축제인데 안 뜸.,10
6645de3f83f867cdd7e89456,대한민국 구석구석,3,2022년 12월 1일,"ai 추천여행 코스 짜는게 너무 불편해요. 시군구도 안넘어가구요. 당일, 1박 2일, 2박 3일을 체크해서 다음으로 넘어가려고 해도 일정을 짜달라고만하고 일자를 못 고르네요.",77
6645de4083f867cdd7e89457,대한민국 구석구석,1,2023년 2월 17일,최악. 위치허용 켜도 계속 꺼지고 허용하라는 알림뜨고. 지역별 가볼만한곳은 도대체 전체 보기 기능은 왜없는지? 세금만 축내는 집단.,
6645de4083f867cdd7e89458,대한민국 구석구석,3,2023년 2월 15일,여러가지 정보제공해주시는건 많은 도움이 되지만 매번 자동로그인 설정해도 자동로그인이 안됩니다 개선해주세요,1
6645de4083f867cdd7e89459,대한민국 구석구석,5,2021년 1월 13일,요즘처럼 여행이 힘든때..가끔 들러 여행사진 보는 것 만으로도 힐링이네용. 요기서 코스랑 정보 킵킵해놨다가 여행갈때 활용해야지^^,14
6645de4083f867cdd7e8945a,대한민국 구석구석,4,2019년 4월 29일,현재 로그인이 안되네요. 오랜만에 재설치해서 로그인하려니 소셜로그인 화면에서 네이버 눌러도 아무 반응이 없어요.,1
6645de4083f867cdd7e8945b,대한민국 구석구석,5,2020년 3월 17일,"팝업 이미지가 화면 상단에 뜨는데 닫기 X 버튼이 너무 위에 있어 누를 수 없습니다. 화면 중앙에 나타나고, 닫기 X 버튼도 오른쪽 아래에 나타나도록 해주세요.",36
6645de4083f867cdd7e8945c,대한민국 구석구석,3,2019년 8월 7일,여행지 배편안내 링크가 있어서 눌렀는데 인터넷창으로 떠서 시간확인하고 어플로 다시 돌아왔는데 인터넷창 여시겠습니까? 문구가 뒤로가도 계속계속 떠서 어플을 다시 볼 수가 없어요;;,9
6645de4083f867cdd7e8945d,대한민국 구석구석,2,2023년 5월 9일,"보다가 다시 누르고 보다가 다시 누르고.. 담당자님, 관리사님 직접 써보고 올리시나요? 검색하고 돌아가면 그전 화면이 그대로 남아 있어야지 자꾸 메인화면으로 리셋되면 뭐 어떻게 보라는 이야기입니까? 하루종일 검색만 하다 끝나겠네요. 개편을 하겠다는 의지는 좋은데 기존에 잘 돌아가는건 유지해주셔야죠. 이렇게 해놓으면 몇 번 검색하다가 포기합니다. 직접 검색해 보세요. 귀찮아도 네이버나 인스타 볼수밖에 없습니다.",1
6645de4083f867cdd7e8945e,대한민국 구석구석,5,2022년 3월 8일,이번에 국내 여행 준비하면서 어디를 가면 좋을지 고민했는데 간편하게 알아볼 수 있어서 좋네여! 우리나라 곳곳에 명소가 생각했던 것보다 많아서 놀랐어요!,6
6645de4083f867cdd7e8945f,대한민국 구석구석,1,2020년 8월 1일,"앱 로그인이 어떤방법으로도 않되요... 설정/애플리케이션/데이터삭제, 캐시 삭제해도 않되고요...헐 ~",1
6645de4083f867cdd7e89460,대한민국 구석구석,5,2021년 5월 12일,여행갈때 정말 많이 참고가 되고있어요~!! 너무 좋아요~ 유용한 정보 앞으로도 많이 부탁해요~♡,9
6645de4083f867cdd7e89461,대한민국 구석구석,4,2021년 1월 13일,지방 특히 잘 알려지지않은 소도시들 여행할때 완전 유용해요. 없는 정보가 없다능.,14
6645de4083f867cdd7e89462,대한민국 구석구석,1,2019년 9월 9일,다좋은데요~ 내위치 누르면 주위관광지 가 뜬다면 더없이 좋을것같아요 이기능이 없는 어플을 사용하다가 이기능이 있는 어플이 생긴다면 여기어플 회원상당수가 흡수될것같아요~ 타지역에 놀러갓는데 그지역의 관광지만 뜬다면 지도에서 일일이 검색해야하는 번거로움을 없앨수잇죠 이기능없는 어플기준으로 가려내는 사람들도 상당할만큼 이차이가크다고 생각들어요~~,9
6645de4083f867cdd7e89463,대한민국 구석구석,5,2023년 11월 16일,국내 여행정보를 얻기 위해 사용중입니다. 평소 모르던 관광지에 대한 정보들도 올라와서 살펴보기 좋습니다.,
6645de4083f867cdd7e89464,대한민국 구석구석,1,2023년 8월 11일,카카오톡 투어패스 로그인이 안되요ㅜ 여러번시도해봤지만 계속안되네요 이전 리뷰보면 있었던 현상 같은데 개선이 안되었는지 아직 안되네요,2
6645de4083f867cdd7e89465,대한민국 구석구석,1,2023년 8월 1일,로그인 안되네요. 네이버도 카카오도 로그인 진행하다가 화이트 화면에서 먹통. 뒤로가기 버튼도 먹통.. 개선좀 부탁합니다,1
6645de4083f867cdd7e89466,대한민국 구석구석,5,2023년 11월 16일,"다양한 여행정보, 이벤트 재밌는 여행기사가 잘 정리되어 있네요",28
6645de4083f867cdd7e89467,대한민국 구석구석,3,2023년 8월 16일,검색 및 반응속도 로딩이 너무 느리네요...ㅠ 큰 개선이 필요해보입니다. 사용은 해보셨는지요?,1
6645de4083f867cdd7e89468,대한민국 구석구석,2,2018년 11월 3일,기존 버전이 더 시인성 좋구 사용자 컨텐츠에 임팩트가 있었는데 이건 뭐임...잘 쓰는건 그냥 놔두지.,23
